$GNGGA,UTC,Latitude,Direction_of_latitude,Longitude,Direction_of_longitude,GPS_Quality,Number_of_S,HDOP,altitude,Meters,Geoid_separation,Meters,Age_of_differential,checksum,$GNGST,UTC,RMS,semi-major,semi-minor,error_orientation,Lat_sigma_error,Long_sigma_error,Height_sigma_error,checksum,
$GNGGA,140345.6,3004.24159,N,3101.24428,E,5,14,0.7,76.253,M,15.519,M,1,*61,$GNGST,140345.6,2.171,,,,0.028,0.017,0.036,*6A,
$GNGGA,140345.8,3004.241634,N,3101.24421,E,5,14,0.7,76.249,M,15.519,M,1.2,*66,$GNGST,140345.8,2.177,,,,0.028,0.017,0.036,*62,
$GNGGA,140346,3004.241667,N,3101.244157,E,5,14,0.7,76.25,M,15.519,M,1.4,*65,$GNGST,140346,2.132,,,,0.028,0.017,0.036,*68,
$GNGGA,140346.2,3004.241691,N,3101.244112,E,5,14,0.7,76.247,M,15.519,M,0.6,*6E,$GNGST,140346.2,2.33,,,,0.028,0.017,0.036,*6A,
$GNGGA,140346.4,3004.241711,N,3101.244081,E,5,14,0.7,76.239,M,15.519,M,0.8,*62,$GNGST,140346.4,2.309,,,,0.028,0.017,0.036,*66,
$GNGGA,140346.6,3004.241727,N,3101.244055,E,5,14,0.7,76.242,M,15.519,M,1,*63,$GNGST,140346.6,2.338,,,,0.028,0.017,0.036,*66,
$GNGGA,140346.8,3004.241738,N,3101.244033,E,5,14,0.7,76.239,M,15.519,M,1.2,*6E,$GNGST,140346.8,2.394,,,,0.028,0.017,0.036,*6E,
$GNGGA,140347,3004.241748,N,3101.244016,E,5,14,0.7,76.242,M,15.519,M,1.4,*69,$GNGST,140347,2.382,,,,0.028,0.017,0.036,*60,
$GNGGA,140347.2,3004.241754,N,3101.244003,E,5,14,0.7,76.247,M,15.519,M,1.6,*69,$GNGST,140347.2,2.379,,,,0.028,0.017,0.036,*66,
$GNGGA,140347.4,3004.241757,N,3101.243995,E,5,14,0.7,76.25,M,15.519,M,1.8,*69,$GNGST,140347.4,2.362,,,,0.028,0.017,0.036,*6A,
$GNGGA,140347.6,3004.241758,N,3101.243991,E,5,14,0.7,76.253,M,15.519,M,2,*65,$GNGST,140347.6,2.353,,,,0.028,0.017,0.036,*6A,
$GNGGA,140347.8,3004.24176,N,3101.243988,E,5,14,0.7,76.252,M,15.519,M,1.2,*6F,$GNGST,140347.8,2.485,,,,0.028,0.016,0.036,*69,
$GNGGA,140348,3004.241763,N,3101.243986,E,5,14,0.7,76.243,M,15.519,M,0.4,*6C,$GNGST,140348,2.301,,,,0.028,0.016,0.035,*66,
$GNGGA,140348.2,3004.241764,N,3101.243985,E,5,14,0.7,76.243,M,15.519,M,0.6,*65,$GNGST,140348.2,2.334,,,,0.028,0.016,0.035,*62,
$GNGGA,140348.4,3004.241764,N,3101.243982,E,5,14,0.7,76.254,M,15.519,M,0.8,*68,$GNGST,140348.4,2.389,,,,0.028,0.016,0.035,*62,
$GNGGA,140348.6,3004.241764,N,3101.243979,E,5,14,0.7,76.258,M,15.519,M,1,*6B,$GNGST,140348.6,2.42,,,,0.028,0.016,0.035,*64,
$GNGGA,140348.8,3004.241765,N,3101.243978,E,5,14,0.7,76.251,M,15.519,M,1.2,*64,$GNGST,140348.8,2.461,,,,0.028,0.016,0.035,*6F,
$GNGGA,140349,3004.241766,N,3101.243977,E,5,14,0.7,76.255,M,15.519,M,1.4,*65,$GNGST,140349,2.472,,,,0.028,0.016,0.036,*67,
$GNGGA,140349.2,3004.241766,N,3101.243977,E,5,14,0.7,76.252,M,15.519,M,1.6,*62,$GNGST,140349.2,2.506,,,,0.028,0.016,0.036,*67,
$GNGGA,140349.4,3004.241767,N,3101.243979,E,5,14,0.7,76.241,M,15.519,M,0.8,*6F,$GNGST,140349.4,2.57,,,,0.028,0.016,0.035,*63,
$GNGGA,140349.6,3004.241767,N,3101.243979,E,5,14,0.7,76.24,M,15.519,M,1,*6C,$GNGST,140349.6,2.577,,,,0.028,0.016,0.035,*66,
$GNGGA,140349.8,3004.241767,N,3101.24398,E,5,14,0.7,76.241,M,15.519,M,1.2,*62,$GNGST,140349.8,2.559,,,,0.028,0.016,0.035,*64,
$GNGGA,140350,3004.241767,N,3101.24398,E,5,14,0.7,76.245,M,15.519,M,1.4,*6C,$GNGST,140350,2.583,,,,0.028,0.016,0.035,*63,
$GNGGA,140350.2,3004.241767,N,3101.243981,E,5,14,0.7,76.24,M,15.519,M,1.6,*66,$GNGST,140350.2,2.579,,,,0.028,0.016,0.036,*67,
$GNGGA,140350.4,3004.241768,N,3101.24398,E,5,14,0.7,76.241,M,15.519,M,1.8,*68,$GNGST,140350.4,2.583,,,,0.028,0.016,0.036,*64,
$GNGGA,140350.6,3004.241769,N,3101.243979,E,5,14,0.7,76.241,M,15.519,M,2,*6C,$GNGST,140350.6,2.608,,,,0.028,0.016,0.036,*66,
$GNGGA,140350.8,3004.241773,N,3101.243975,E,5,14,0.7,76.239,M,15.519,M,1.2,*63,$GNGST,140350.8,2.706,,,,0.027,0.016,0.035,*6B,
$GNGGA,140351,3004.241776,N,3101.243967,E,5,14,0.7,76.236,M,15.519,M,0.4,*60,$GNGST,140351,2.704,,,,0.027,0.016,0.035,*60,
$GNGGA,140351.2,3004.241782,N,3101.243957,E,5,14,0.7,76.239,M,15.519,M,0.6,*69,$GNGST,140351.2,2.686,,,,0.027,0.016,0.035,*69,
$GNGGA,140351.4,3004.241794,N,3101.24394,E,5,14,0.7,76.237,M,15.519,M,0.8,*62,$GNGST,140351.4,2.658,,,,0.027,0.016,0.035,*6C,
$GNGGA,140351.6,3004.24181,N,3101.243912,E,5,14,0.7,76.242,M,15.519,M,1,*63,$GNGST,140351.6,2.596,,,,0.027,0.016,0.035,*6F,
$GNGGA,140351.8,3004.241834,N,3101.243872,E,5,14,0.7,76.232,M,15.519,M,1.2,*6E,$GNGST,140351.8,2.548,,,,0.027,0.016,0.035,*62,
$GNGGA,140352,3004.241864,N,3101.243825,E,5,14,0.7,76.218,M,15.519,M,1.4,*67,$GNGST,140352,2.546,,,,0.027,0.016,0.035,*67,
$GNGGA,140352.2,3004.241899,N,3101.243762,E,5,14,0.7,76.231,M,15.519,M,0.6,*6E,$GNGST,140352.2,2.422,,,,0.027,0.016,0.035,*66,
$GNGGA,140352.4,3004.24194,N,3101.243696,E,5,14,0.7,76.235,M,15.519,M,0.8,*6F,$GNGST,140352.4,2.46,,,,0.027,0.016,0.035,*66,
$GNGGA,140352.6,3004.241985,N,3101.24362,E,5,14,0.7,76.219,M,15.519,M,1,*6F,$GNGST,140352.6,2.455,,,,0.027,0.016,0.035,*62,
$GNGGA,140352.8,3004.242032,N,3101.24354,E,5,14,0.7,76.215,M,15.519,M,1.2,*6B,$GNGST,140352.8,2.424,,,,0.027,0.016,0.035,*6A,
$GNGGA,140353,3004.242082,N,3101.243456,E,5,14,0.7,76.21,M,15.519,M,1.4,*6E,$GNGST,140353,2.465,,,,0.027,0.016,0.035,*66,
$GNGGA,140353.2,3004.242139,N,3101.24336,E,5,14,0.7,76.208,M,15.519,M,1.6,*6D,$GNGST,140353.2,2.455,,,,0.027,0.016,0.035,*67,
$GNGGA,140353.4,3004.2422,N,3101.243261,E,5,14,0.7,76.201,M,15.519,M,1.8,*61,$GNGST,140353.4,2.406,,,,0.027,0.016,0.035,*67,
$GNGGA,140353.6,3004.242264,N,3101.243151,E,5,14,0.7,76.191,M,15.519,M,2,*61,$GNGST,140353.6,2.445,,,,0.027,0.016,0.035,*62,
$GNGGA,140353.8,3004.242336,N,3101.243033,E,5,14,0.7,76.18,M,15.519,M,1.2,*66,$GNGST,140353.8,2.345,,,,0.027,0.016,0.035,*6B,
$GNGGA,140354,3004.242408,N,3101.242906,E,5,14,0.7,76.184,M,15.519,M,1.4,*6F,$GNGST,140354,2.318,,,,0.027,0.016,0.035,*6C,
$GNGGA,140354.2,3004.24249,N,3101.242775,E,5,14,0.7,76.157,M,15.519,M,1.6,*65,$GNGST,140354.2,2.315,,,,0.027,0.016,0.035,*63,
$GNGGA,140354.4,3004.242573,N,3101.242632,E,5,14,0.7,76.162,M,15.519,M,1.8,*62,$GNGST,140354.4,2.358,,,,0.027,0.016,0.035,*6C,
$GNGGA,140354.6,3004.24266,N,3101.242481,E,5,14,0.7,76.163,M,15.519,M,2,*6B,$GNGST,140354.6,2.31,,,,0.027,0.016,0.035,*62,
$GNGGA,140354.8,3004.242755,N,3101.242331,E,5,14,0.7,76.133,M,15.519,M,2.2,*6D,$GNGST,140354.8,2.31,,,,0.027,0.016,0.036,*6F,
$GNGGA,140355,3004.24285,N,3101.242169,E,5,14,0.7,76.116,M,15.519,M,1.4,*64,$GNGST,140355,2.258,,,,0.027,0.016,0.035,*68,
$GNGGA,140355.2,3004.242947,N,3101.242008,E,5,14,0.7,76.104,M,15.519,M,1.6,*6C,$GNGST,140355.2,2.225,,,,0.027,0.016,0.035,*60,
$GNGGA,140355.4,3004.243043,N,3101.241842,E,5,14,0.7,76.108,M,15.519,M,0.8,*6D,$GNGST,140355.4,2.139,,,,0.027,0.016,0.035,*68,
$GNGGA,140355.6,3004.243143,N,3101.241671,E,5,14,0.7,76.117,M,15.519,M,1,*66,$GNGST,140355.6,2.114,,,,0.027,0.016,0.035,*65,
$GNGGA,140355.8,3004.243245,N,3101.241504,E,5,14,0.7,76.092,M,15.519,M,1.2,*62,$GNGST,140355.8,2.058,,,,0.027,0.016,0.035,*62,
$GNGGA,140356,3004.243348,N,3101.241332,E,5,14,0.7,76.088,M,15.519,M,1.4,*65,$GNGST,140356,2.037,,,,0.027,0.016,0.035,*60,
$GNGGA,140356.2,3004.24345,N,3101.241149,E,5,14,0.7,76.099,M,15.519,M,0.6,*61,$GNGST,140356.2,2,,,,0.027,0.016,0.034,*67,
$GNGGA,140356.4,3004.243555,N,3101.240969,E,5,14,0.7,76.082,M,15.519,M,0.8,*69,$GNGST,140356.4,1.969,,,,0.027,0.016,0.034,*64,
$GNGGA,140356.6,3004.243667,N,3101.240789,E,5,14,0.7,76.066,M,15.519,M,1,*62,$GNGST,140356.6,1.961,,,,0.027,0.016,0.034,*6E,
$GNGGA,140356.8,3004.243773,N,3101.240603,E,5,14,0.7,76.07,M,15.519,M,1.2,*6D,$GNGST,140356.8,1.953,,,,0.027,0.016,0.035,*60,
$GNGGA,140357,3004.24388,N,3101.24042,E,5,14,0.7,76.055,M,15.519,M,0.4,*60,$GNGST,140357,1.887,,,,0.027,0.016,0.034,*60,
$GNGGA,140357.2,3004.243993,N,3101.240228,E,5,14,0.7,76.065,M,15.519,M,0.6,*6E,$GNGST,140357.2,1.851,,,,0.027,0.016,0.034,*69,
$GNGGA,140357.4,3004.244104,N,3101.240036,E,5,14,0.7,76.054,M,15.519,M,0.8,*61,$GNGST,140357.4,1.852,,,,0.027,0.016,0.034,*6C,
$GNGGA,140357.6,3004.24422,N,3101.239843,E,5,14,0.7,76.033,M,15.519,M,1,*66,$GNGST,140357.6,1.874,,,,0.027,0.016,0.034,*6A,
$GNGGA,140357.8,3004.244332,N,3101.239643,E,5,14,0.7,76.034,M,15.519,M,1.2,*64,$GNGST,140357.8,1.878,,,,0.027,0.016,0.034,*68,
$GNGGA,140358,3004.244446,N,3101.239445,E,5,14,0.7,76.013,M,15.519,M,0.4,*60,$GNGST,140358,1.939,,,,0.027,0.016,0.034,*6B,
$GNGGA,140358.2,3004.244568,N,3101.239242,E,5,14,0.7,75.994,M,15.519,M,0.6,*68,$GNGST,140358.2,1.946,,,,0.027,0.016,0.034,*61,
$GNGGA,140358.4,3004.244695,N,3101.239032,E,5,14,0.7,75.986,M,15.519,M,0.8,*64,$GNGST,140358.4,1.94,,,,0.026,0.016,0.034,*60,
$GNGGA,140358.6,3004.244821,N,3101.238813,E,5,14,0.7,75.987,M,15.519,M,1,*65,$GNGST,140358.6,1.962,,,,0.026,0.016,0.034,*62,
$GNGGA,140358.8,3004.24495,N,3101.238594,E,5,14,0.7,75.978,M,15.519,M,1.2,*6D,$GNGST,140358.8,1.907,,,,0.026,0.016,0.034,*6F,
$GNGGA,140359,3004.245078,N,3101.238367,E,5,14,0.7,75.972,M,15.519,M,1.4,*65,$GNGST,140359,1.9,,,,0.026,0.016,0.034,*61,
$GNGGA,140359.2,3004.245217,N,3101.238138,E,5,14,0.7,75.954,M,15.519,M,1.6,*60,$GNGST,140359.2,1.833,,,,0.026,0.016,0.035,*63,
$GNGGA,140359.4,3004.245355,N,3101.237905,E,5,14,0.7,75.941,M,15.519,M,0.8,*65,$GNGST,140359.4,1.898,,,,0.026,0.016,0.034,*65,
$GNGGA,140359.6,3004.245493,N,3101.237666,E,5,14,0.7,75.927,M,15.519,M,1,*6F,$GNGST,140359.6,1.897,,,,0.026,0.016,0.034,*68,
$GNGGA,140359.8,3004.245639,N,3101.237424,E,5,13,0.7,75.897,M,15.519,M,1.2,*6A,$GNGST,140359.8,1.677,,,,0.026,0.016,0.034,*66,
$GNGGA,140400,3004.245783,N,3101.237177,E,5,14,0.7,75.884,M,15.519,M,1.4,*66,$GNGST,140400,1.839,,,,0.026,0.016,0.034,*61,
$GNGGA,140400.2,3004.245934,N,3101.236928,E,5,14,0.7,75.875,M,15.519,M,1.6,*61,$GNGST,140400.2,1.792,,,,0.026,0.016,0.034,*6D,
$GNGGA,140400.4,3004.246083,N,3101.236674,E,5,14,0.7,75.858,M,15.519,M,1.8,*65,$GNGST,140400.4,1.787,,,,0.026,0.016,0.035,*6E,
$GNGGA,140400.6,3004.246232,N,3101.23642,E,5,14,0.7,75.852,M,15.519,M,1,*66,$GNGST,140400.6,1.765,,,,0.026,0.015,0.034,*62,
$GNGGA,140400.8,3004.246393,N,3101.236172,E,5,14,0.7,75.83,M,15.519,M,1.2,*68,$GNGST,140400.8,1.781,,,,0.026,0.015,0.034,*66,
$GNGGA,140401,3004.24656,N,3101.235925,E,5,13,0.7,75.803,M,15.519,M,1.4,*69,$GNGST,140401,1.625,,,,0.026,0.016,0.034,*63,
$GNGGA,140401.2,3004.246728,N,3101.23568,E,5,14,0.7,75.796,M,15.519,M,1.6,*68,$GNGST,140401.2,1.8,,,,0.026,0.015,0.034,*6B,
$GNGGA,140401.4,3004.246897,N,3101.235443,E,5,14,0.7,75.789,M,15.519,M,1.8,*6B,$GNGST,140401.4,1.814,,,,0.026,0.015,0.034,*68,
$GNGGA,140401.6,3004.247078,N,3101.235241,E,5,14,0.7,75.8,M,15.519,M,1,*6D,$GNGST,140401.6,1.776,,,,0.026,0.015,0.034,*61,
$GNGGA,140401.8,3004.247262,N,3101.235069,E,5,14,0.7,75.769,M,15.519,M,1.2,*6D,$GNGST,140401.8,1.777,,,,0.026,0.015,0.034,*6E,
$GNGGA,140402,3004.247432,N,3101.234936,E,5,14,0.7,75.764,M,15.519,M,1.4,*62,$GNGST,140402,1.778,,,,0.026,0.015,0.034,*6A,
$GNGGA,140402.2,3004.247546,N,3101.234833,E,5,13,0.7,75.746,M,15.519,M,0.6,*6B,$GNGST,140402.2,1.58,,,,0.026,0.015,0.034,*6D,
$GNGGA,140402.4,3004.247615,N,3101.234756,E,5,14,0.7,75.752,M,15.519,M,0.8,*6D,$GNGST,140402.4,1.861,,,,0.026,0.015,0.034,*69,
$GNGGA,140402.6,3004.24765,N,3101.234712,E,5,14,0.7,75.757,M,15.519,M,1,*60,$GNGST,140402.6,1.835,,,,0.026,0.015,0.034,*6A,
$GNGGA,140402.8,3004.247656,N,3101.234704,E,5,14,0.7,75.756,M,15.519,M,1.2,*6F,$GNGST,140402.8,1.897,,,,0.026,0.015,0.034,*6C,
$GNGGA,140403,3004.247649,N,3101.234708,E,5,14,0.7,75.747,M,15.519,M,1.4,*63,$GNGST,140403,1.912,,,,0.026,0.015,0.034,*69,
$GNGGA,140403.2,3004.247643,N,3101.234714,E,5,14,0.7,75.744,M,15.519,M,1.6,*69,$GNGST,140403.2,1.922,,,,0.026,0.015,0.034,*68,
$GNGGA,140403.4,3004.247641,N,3101.234718,E,5,14,0.7,75.741,M,15.519,M,0.8,*60,$GNGST,140403.4,1.868,,,,0.026,0.015,0.034,*61,
$GNGGA,140403.6,3004.247642,N,3101.234719,E,5,14,0.7,75.739,M,15.519,M,1,*6A,$GNGST,140403.6,1.854,,,,0.026,0.015,0.034,*6C,
$GNGGA,140403.8,3004.247644,N,3101.234717,E,5,14,0.7,75.738,M,15.519,M,1.2,*62,$GNGST,140403.8,1.909,,,,0.026,0.015,0.034,*6B,
$GNGGA,140404,3004.247645,N,3101.234715,E,5,14,0.7,75.747,M,15.519,M,1.4,*69,$GNGST,140404,1.96,,,,0.026,0.015,0.034,*6B,
$GNGGA,140404.2,3004.247645,N,3101.234714,E,5,14,0.7,75.748,M,15.519,M,1.6,*6E,$GNGST,140404.2,1.972,,,,0.026,0.015,0.034,*6A,
$GNGGA,140404.4,3004.247646,N,3101.234715,E,5,14,0.7,75.744,M,15.519,M,1.8,*6E,$GNGST,140404.4,2.053,,,,0.026,0.015,0.034,*65,
$GNGGA,140404.6,3004.247646,N,3101.234714,E,5,14,0.7,75.736,M,15.519,M,2,*65,$GNGST,140404.6,2.101,,,,0.026,0.015,0.034,*61,
$GNGGA,140404.8,3004.247649,N,3101.234714,E,5,14,0.7,75.728,M,15.519,M,1.2,*6D,$GNGST,140404.8,2.076,,,,0.026,0.015,0.034,*6E,
$GNGGA,140405,3004.247648,N,3101.234714,E,5,14,0.7,75.729,M,15.519,M,1.4,*69,$GNGST,140405,2.157,,,,0.026,0.015,0.034,*65,
$GNGGA,140405.2,3004.247648,N,3101.234715,E,5,14,0.7,75.727,M,15.519,M,1.6,*6E,$GNGST,140405.2,2.186,,,,0.026,0.015,0.034,*6B,
$GNGGA,140405.4,3004.24765,N,3101.234714,E,5,14,0.7,75.727,M,15.519,M,1.8,*64,$GNGST,140405.4,2.207,,,,0.026,0.015,0.034,*67,
$GNGGA,140405.6,3004.247649,N,3101.234715,E,5,14,0.7,75.725,M,15.519,M,1,*6D,$GNGST,140405.6,2.211,,,,0.026,0.015,0.034,*62,
$GNGGA,140405.8,3004.24765,N,3101.234716,E,5,14,0.7,75.721,M,15.519,M,1.2,*62,$GNGST,140405.8,2.244,,,,0.026,0.015,0.034,*6C,
$GNGGA,140406,3004.24765,N,3101.234716,E,5,14,0.7,75.715,M,15.519,M,1.4,*6D,$GNGST,140406,2.276,,,,0.026,0.015,0.034,*66,
$GNGGA,140406.2,3004.247649,N,3101.234716,E,5,14,0.7,75.722,M,15.519,M,0.6,*6E,$GNGST,140406.2,2.28,,,,0.026,0.015,0.033,*6A,
$GNGGA,140406.4,3004.247649,N,3101.234716,E,5,14,0.7,75.72,M,15.519,M,0.8,*66,$GNGST,140406.4,2.267,,,,0.026,0.015,0.033,*65,
$GNGGA,140406.6,3004.24765,N,3101.234717,E,5,14,0.7,75.715,M,15.519,M,1,*66,$GNGST,140406.6,2.341,,,,0.026,0.015,0.033,*62,
$GNGGA,140406.8,3004.247649,N,3101.234717,E,5,14,0.7,75.716,M,15.519,M,1.2,*60,$GNGST,140406.8,2.323,,,,0.026,0.015,0.034,*6F,
$GNGGA,140407,3004.247651,N,3101.234717,E,5,14,0.7,75.714,M,15.519,M,1.4,*60,$GNGST,140407,2.357,,,,0.026,0.015,0.034,*65,
$GNGGA,140407.2,3004.247655,N,3101.234713,E,5,14,0.7,75.717,M,15.519,M,1.6,*67,$GNGST,140407.2,2.397,,,,0.026,0.015,0.034,*6B,
$GNGGA,140407.4,3004.247661,N,3101.234702,E,5,14,0.7,75.729,M,15.519,M,0.8,*61,$GNGST,140407.4,2.362,,,,0.025,0.015,0.033,*63,
$GNGGA,140407.6,3004.247678,N,3101.234683,E,5,14,0.7,75.736,M,15.519,M,1,*62,$GNGST,140407.6,2.265,,,,0.025,0.015,0.033,*67,
$GNGGA,140407.8,3004.247716,N,3101.234645,E,5,14,0.7,75.731,M,15.519,M,1.2,*6C,$GNGST,140407.8,2.224,,,,0.025,0.015,0.033,*6C,
$GNGGA,140408,3004.247778,N,3101.234581,E,5,14,0.7,75.727,M,15.519,M,1.4,*61,$GNGST,140408,2.162,,,,0.025,0.015,0.034,*6D,
$GNGGA,140408.2,3004.247848,N,3101.234492,E,5,14,0.7,75.72,M,15.519,M,1.6,*6D,$GNGST,140408.2,2.164,,,,0.025,0.015,0.034,*69,
$GNGGA,140408.4,3004.247929,N,3101.23438,E,5,14,0.7,75.718,M,15.519,M,1.8,*6B,$GNGST,140408.4,2.119,,,,0.025,0.015,0.034,*65,
$GNGGA,140408.6,3004.248008,N,3101.234242,E,5,14,0.7,75.71,M,15.519,M,2,*60,$GNGST,140408.6,2.12,,,,0.025,0.015,0.034,*6D,
$GNGGA,140408.8,3004.248086,N,3101.234085,E,5,14,0.7,75.693,M,15.519,M,2.2,*60,$GNGST,140408.8,2.115,,,,0.025,0.015,0.034,*65,
$GNGGA,140409,3004.248155,N,3101.233908,E,5,14,0.7,75.682,M,15.519,M,1.4,*62,$GNGST,140409,2.152,,,,0.025,0.015,0.034,*6F,
$GNGGA,140409.2,3004.248217,N,3101.233707,E,5,14,0.7,75.679,M,15.519,M,1.6,*64,$GNGST,140409.2,2.1,,,,0.025,0.015,0.034,*6A,
$GNGGA,140409.4,3004.248264,N,3101.233488,E,5,14,0.7,75.652,M,15.519,M,1.8,*62,$GNGST,140409.4,2.092,,,,0.025,0.015,0.034,*66,
$GNGGA,140409.6,3004.248293,N,3101.233257,E,5,14,0.7,75.637,M,15.519,M,2,*6F,$GNGST,140409.6,2.08,,,,0.025,0.015,0.034,*67,
$GNGGA,140409.8,3004.248305,N,3101.232999,E,5,14,0.7,75.627,M,15.519,M,2.2,*61,$GNGST,140409.8,2.059,,,,0.025,0.015,0.034,*6D,
$GNGGA,140410,3004.24829,N,3101.232739,E,5,14,0.7,75.62,M,15.519,M,2.4,*68,$GNGST,140410,2.031,,,,0.025,0.015,0.034,*63,
$GNGGA,140410.2,3004.248241,N,3101.232481,E,5,14,0.7,75.605,M,15.519,M,0.6,*66,$GNGST,140410.2,1.932,,,,0.025,0.015,0.033,*6F,
$GNGGA,140410.4,3004.24818,N,3101.23225,E,5,14,0.7,75.571,M,15.519,M,0.8,*69,$GNGST,140410.4,1.88,,,,0.025,0.015,0.033,*61,
$GNGGA,140410.6,3004.248097,N,3101.232037,E,5,14,0.7,75.574,M,15.519,M,1,*66,$GNGST,140410.6,1.915,,,,0.025,0.015,0.033,*6E,
$GNGGA,140410.8,3004.247999,N,3101.231849,E,5,14,0.7,75.585,M,15.519,M,1.2,*69,$GNGST,140410.8,1.887,,,,0.025,0.015,0.033,*6A,
$GNGGA,140411,3004.2479,N,3101.231693,E,5,14,0.7,75.553,M,15.519,M,1.4,*6B,$GNGST,140411,1.874,,,,0.025,0.015,0.033,*6F,
$GNGGA,140411.2,3004.247799,N,3101.231558,E,5,14,0.7,75.567,M,15.519,M,1.6,*6B,$GNGST,140411.2,1.795,,,,0.025,0.015,0.033,*6D,
$GNGGA,140411.4,3004.247706,N,3101.231443,E,5,14,0.7,75.568,M,15.519,M,1.8,*64,$GNGST,140411.4,1.792,,,,0.025,0.015,0.034,*6B,
$GNGGA,140411.6,3004.247611,N,3101.231348,E,5,14,0.7,75.564,M,15.519,M,2,*63,$GNGST,140411.6,1.791,,,,0.025,0.015,0.034,*6A,
$GNGGA,140411.8,3004.247514,N,3101.231257,E,5,14,0.7,75.569,M,15.519,M,2.2,*67,$GNGST,140411.8,1.787,,,,0.025,0.015,0.034,*63,
$GNGGA,140412,3004.247422,N,3101.231185,E,5,14,0.7,75.555,M,15.519,M,2.4,*6E,$GNGST,140412,1.81,,,,0.025,0.015,0.034,*69,
$GNGGA,140412.2,3004.24733,N,3101.231125,E,5,14,0.7,75.542,M,15.519,M,1.6,*62,$GNGST,140412.2,1.833,,,,0.025,0.015,0.033,*6D,
$GNGGA,140412.4,3004.247244,N,3101.231071,E,5,14,0.7,75.529,M,15.519,M,1.8,*64,$GNGST,140412.4,1.826,,,,0.025,0.015,0.034,*68,
$GNGGA,140412.6,3004.247162,N,3101.231024,E,5,14,0.7,75.533,M,15.519,M,2,*6D,$GNGST,140412.6,1.803,,,,0.025,0.015,0.034,*6D,
$GNGGA,140412.8,3004.247082,N,3101.230989,E,5,14,0.7,75.559,M,15.519,M,2.2,*67,$GNGST,140412.8,1.811,,,,0.025,0.015,0.034,*60,
$GNGGA,140413,3004.247014,N,3101.230953,E,5,14,0.7,75.553,M,15.519,M,2.4,*67,$GNGST,140413,1.835,,,,0.025,0.015,0.034,*6F,
$GNGGA,140413.2,3004.246955,N,3101.230936,E,5,14,0.7,75.556,M,15.519,M,2.6,*68,$GNGST,140413.2,1.862,,,,0.025,0.015,0.034,*6F,
$GNGGA,140413.4,3004.24691,N,3101.230908,E,5,14,0.7,75.561,M,15.519,M,2.8,*68,$GNGST,140413.4,1.913,,,,0.025,0.015,0.034,*6E,
$GNGGA,140413.6,3004.246868,N,3101.230906,E,5,14,0.7,75.53,M,15.519,M,3,*6E,$GNGST,140413.6,1.931,,,,0.025,0.015,0.035,*6D,
$GNGGA,140413.8,3004.246842,N,3101.230891,E,5,14,0.7,75.544,M,15.519,M,2.2,*6F,$GNGST,140413.8,1.9,,,,0.025,0.015,0.034,*60,
$GNGGA,140414,3004.246824,N,3101.230883,E,5,14,0.7,75.538,M,15.519,M,1.4,*60,$GNGST,140414,1.895,,,,0.025,0.015,0.033,*65,
$GNGGA,140414.2,3004.246816,N,3101.230883,E,5,14,0.7,75.52,M,15.519,M,1.6,*69,$GNGST,140414.2,1.89,,,,0.025,0.015,0.033,*62,
$GNGGA,140414.4,3004.246815,N,3101.230882,E,5,14,0.7,75.53,M,15.519,M,0.8,*67,$GNGST,140414.4,1.896,,,,0.025,0.015,0.033,*62,
$GNGGA,140414.6,3004.24682,N,3101.230883,E,5,14,0.7,75.535,M,15.519,M,1,*67,$GNGST,140414.6,1.857,,,,0.025,0.015,0.033,*6D,
$GNGGA,140414.8,3004.246826,N,3101.230884,E,5,14,0.7,75.54,M,15.519,M,1.2,*66,$GNGST,140414.8,1.857,,,,0.025,0.015,0.033,*63,
$GNGGA,140415,3004.246828,N,3101.230883,E,5,14,0.7,75.546,M,15.519,M,1.4,*61,$GNGST,140415,1.804,,,,0.025,0.015,0.033,*6C,
$GNGGA,140415.2,3004.246827,N,3101.230884,E,5,14,0.7,75.533,M,15.519,M,1.6,*6C,$GNGST,140415.2,1.834,,,,0.025,0.015,0.033,*6D,
$GNGGA,140415.4,3004.246823,N,3101.230885,E,5,14,0.7,75.523,M,15.519,M,1.8,*67,$GNGST,140415.4,1.823,,,,0.025,0.015,0.033,*6D,
$GNGGA,140415.6,3004.24682,N,3101.230884,E,5,14,0.7,75.539,M,15.519,M,1,*65,$GNGST,140415.6,1.893,,,,0.025,0.014,0.033,*65,
$GNGGA,140415.8,3004.246819,N,3101.230884,E,5,14,0.7,75.538,M,15.519,M,1.2,*6D,$GNGST,140415.8,1.889,,,,0.025,0.014,0.033,*60,
$GNGGA,140416,3004.246821,N,3101.230886,E,5,14,0.7,75.54,M,15.519,M,1.4,*6B,$GNGST,140416,1.952,,,,0.025,0.014,0.033,*6C,
$GNGGA,140416.2,3004.246827,N,3101.230889,E,5,14,0.7,75.542,M,15.519,M,1.6,*61,$GNGST,140416.2,1.952,,,,0.025,0.015,0.033,*6F,
$GNGGA,140416.4,3004.246835,N,3101.230892,E,5,14,0.7,75.537,M,15.519,M,1.8,*64,$GNGST,140416.4,1.932,,,,0.025,0.015,0.033,*6F,
$GNGGA,140416.6,3004.246847,N,3101.230894,E,5,14,0.7,75.535,M,15.519,M,1,*60,$GNGST,140416.6,1.977,,,,0.025,0.014,0.033,*6D,
