$GNGGA,UTC,Latitude,Direction_of_latitude,Longitude,Direction_of_longitude,GPS_Quality,Number_of_S,HDOP,altitude,Meters,Geoid_separation,Meters,Age_of_differential,checksum,$GNGST,UTC,RMS,semi-major,semi-minor,error_orientation,Lat_sigma_error,Long_sigma_error,Height_sigma_error,checksum,
$GNGGA,141044.4,3004.220133,N,3101.277309,E,5,16,0.7,81.928,M,15.519,M,1.8,*6C,$GNGST,141044.4,6.27,,,,0.011,0.008,0.023,*6D,
$GNGGA,141044.6,3004.220132,N,3101.277308,E,5,16,0.7,81.934,M,15.519,M,1,*68,$GNGST,141044.6,6.382,,,,0.011,0.008,0.023,*63,
$GNGGA,141044.8,3004.220132,N,3101.277308,E,5,16,0.7,81.937,M,15.519,M,1.2,*6C,$GNGST,141044.8,6.415,,,,0.011,0.008,0.023,*64,
$GNGGA,141045,3004.220132,N,3101.277308,E,5,16,0.7,81.932,M,15.519,M,1.4,*63,$GNGST,141045,6.451,,,,0.011,0.008,0.023,*6D,
$GNGGA,141045.2,3004.220132,N,3101.27731,E,5,16,0.7,81.932,M,15.519,M,1.6,*68,$GNGST,141045.2,6.471,,,,0.011,0.008,0.023,*6D,
$GNGGA,141045.4,3004.220133,N,3101.277309,E,5,16,0.7,81.931,M,15.519,M,0.8,*60,$GNGST,141045.4,6.344,,,,0.011,0.008,0.023,*6A,
$GNGGA,141045.6,3004.220133,N,3101.27731,E,5,16,0.7,81.926,M,15.519,M,1,*6D,$GNGST,141045.6,6.354,,,,0.011,0.008,0.023,*69,
$GNGGA,141045.8,3004.220134,N,3101.277309,E,5,16,0.7,81.929,M,15.519,M,1.2,*69,$GNGST,141045.8,6.32,,,,0.011,0.008,0.023,*64,
$GNGGA,141046,3004.220133,N,3101.27731,E,5,16,0.7,81.926,M,15.519,M,1.4,*61,$GNGST,141046,6.244,,,,0.011,0.008,0.023,*6C,
$GNGGA,141046.2,3004.220133,N,3101.27731,E,5,16,0.7,81.922,M,15.519,M,1.6,*61,$GNGST,141046.2,6.278,,,,0.011,0.008,0.023,*61,
$GNGGA,141046.4,3004.220133,N,3101.277308,E,5,16,0.7,81.929,M,15.519,M,0.8,*6F,$GNGST,141046.4,6.276,,,,0.011,0.008,0.023,*69,
$GNGGA,141046.6,3004.220133,N,3101.277307,E,5,16,0.7,81.936,M,15.519,M,1,*6A,$GNGST,141046.6,6.272,,,,0.011,0.008,0.023,*6F,
$GNGGA,141046.8,3004.220134,N,3101.277308,E,5,16,0.7,81.932,M,15.519,M,1.2,*60,$GNGST,141046.8,6.247,,,,0.011,0.008,0.023,*67,
$GNGGA,141047,3004.220133,N,3101.277308,E,5,16,0.7,81.933,M,15.519,M,1.4,*64,$GNGST,141047,6.315,,,,0.011,0.008,0.023,*68,
$GNGGA,141047.2,3004.220134,N,3101.277308,E,5,16,0.7,81.929,M,15.519,M,1.6,*6B,$GNGST,141047.2,6.298,,,,0.011,0.008,0.023,*6E,
$GNGGA,141047.4,3004.220134,N,3101.277307,E,5,16,0.7,81.928,M,15.519,M,0.8,*60,$GNGST,141047.4,6.399,,,,0.011,0.008,0.023,*68,
$GNGGA,141047.6,3004.220134,N,3101.277307,E,5,16,0.7,81.927,M,15.519,M,1,*6B,$GNGST,141047.6,6.398,,,,0.011,0.008,0.023,*6B,
$GNGGA,141047.8,3004.220133,N,3101.277307,E,5,16,0.7,81.93,M,15.519,M,1.2,*66,$GNGST,141047.8,6.339,,,,0.011,0.008,0.023,*6E,
$GNGGA,141048,3004.220133,N,3101.277306,E,5,16,0.7,81.934,M,15.519,M,1.4,*6C,$GNGST,141048,6.31,,,,0.011,0.008,0.023,*62,
$GNGGA,141048.2,3004.220132,N,3101.277305,E,5,16,0.7,81.94,M,15.519,M,1.6,*68,$GNGST,141048.2,6.325,,,,0.011,0.008,0.023,*66,
$GNGGA,141048.4,3004.220132,N,3101.277306,E,5,16,0.7,81.935,M,15.519,M,1.8,*65,$GNGST,141048.4,6.305,,,,0.011,0.008,0.023,*62,
$GNGGA,141048.6,3004.220134,N,3101.277306,E,5,16,0.7,81.93,M,15.519,M,1,*6C,$GNGST,141048.6,6.311,,,,0.011,0.008,0.023,*65,
$GNGGA,141048.8,3004.220133,N,3101.277305,E,5,16,0.7,81.929,M,15.519,M,1.2,*69,$GNGST,141048.8,6.336,,,,0.011,0.008,0.023,*6E,
$GNGGA,141049,3004.220133,N,3101.277305,E,5,16,0.7,81.934,M,15.519,M,1.4,*6A,$GNGST,141049,6.275,,,,0.011,0.008,0.023,*61,
$GNGGA,141049.2,3004.220134,N,3101.277305,E,5,16,0.7,81.931,M,15.519,M,1.6,*6F,$GNGST,141049.2,6.28,,,,0.011,0.008,0.023,*69,
$GNGGA,141049.4,3004.220133,N,3101.277304,E,5,16,0.7,81.93,M,15.519,M,1.8,*65,$GNGST,141049.4,6.238,,,,0.011,0.008,0.023,*6C,
$GNGGA,141049.6,3004.220135,N,3101.277304,E,5,16,0.7,81.932,M,15.519,M,2,*60,$GNGST,141049.6,6.155,,,,0.011,0.008,0.024,*61,
$GNGGA,141049.8,3004.220141,N,3101.2773,E,5,16,0.7,81.932,M,15.519,M,1.2,*61,$GNGST,141049.8,6.081,,,,0.011,0.008,0.023,*60,
$GNGGA,141050,3004.220152,N,3101.277293,E,5,16,0.7,81.931,M,15.519,M,1.4,*64,$GNGST,141050,6.021,,,,0.011,0.008,0.023,*6A,
$GNGGA,141050.2,3004.220177,N,3101.277279,E,5,16,0.7,81.928,M,15.519,M,0.6,*63,$GNGST,141050.2,5.893,,,,0.011,0.008,0.023,*6A,
$GNGGA,141050.4,3004.220211,N,3101.27726,E,5,16,0.7,81.924,M,15.519,M,0.8,*6B,$GNGST,141050.4,5.852,,,,0.011,0.008,0.023,*61,
$GNGGA,141050.6,3004.220255,N,3101.277238,E,5,16,0.7,81.922,M,15.519,M,1,*61,$GNGST,141050.6,5.764,,,,0.011,0.008,0.023,*69,
$GNGGA,141050.8,3004.220308,N,3101.277208,E,5,16,0.7,81.928,M,15.519,M,1.2,*69,$GNGST,141050.8,5.757,,,,0.011,0.008,0.023,*67,
$GNGGA,141051,3004.22036,N,3101.277176,E,5,16,0.7,81.928,M,15.519,M,1.4,*62,$GNGST,141051,5.749,,,,0.011,0.008,0.023,*61,
$GNGGA,141051.2,3004.220411,N,3101.277143,E,5,16,0.7,81.924,M,15.519,M,1.6,*67,$GNGST,141051.2,5.741,,,,0.011,0.008,0.023,*6B,
$GNGGA,141051.4,3004.220462,N,3101.277111,E,5,16,0.7,81.932,M,15.519,M,0.8,*66,$GNGST,141051.4,5.783,,,,0.011,0.008,0.023,*63,
$GNGGA,141051.6,3004.220511,N,3101.277081,E,5,16,0.7,81.921,M,15.519,M,1,*62,$GNGST,141051.6,5.759,,,,0.011,0.008,0.023,*66,
$GNGGA,141051.8,3004.220562,N,3101.277055,E,5,16,0.7,81.921,M,15.519,M,1.2,*6A,$GNGST,141051.8,5.788,,,,0.011,0.008,0.023,*64,
$GNGGA,141052,3004.220606,N,3101.277025,E,5,16,0.7,81.921,M,15.519,M,1.4,*60,$GNGST,141052,5.751,,,,0.011,0.008,0.023,*6B,
$GNGGA,141052.2,3004.220654,N,3101.276995,E,5,16,0.7,81.918,M,15.519,M,1.6,*60,$GNGST,141052.2,5.696,,,,0.011,0.008,0.023,*63,
$GNGGA,141052.4,3004.2207,N,3101.276968,E,5,16,0.7,81.91,M,15.519,M,1.8,*61,$GNGST,141052.4,5.648,,,,0.011,0.008,0.023,*66,
$GNGGA,141052.6,3004.220743,N,3101.276936,E,5,16,0.7,81.914,M,15.519,M,1,*63,$GNGST,141052.6,5.515,,,,0.011,0.008,0.023,*6F,
$GNGGA,141052.8,3004.220789,N,3101.276912,E,5,16,0.7,81.904,M,15.519,M,1.2,*63,$GNGST,141052.8,5.505,,,,0.011,0.008,0.023,*60,
$GNGGA,141053,3004.220829,N,3101.276884,E,5,16,0.7,81.907,M,15.519,M,1.4,*60,$GNGST,141053,5.549,,,,0.011,0.008,0.023,*61,
$GNGGA,141053.2,3004.220874,N,3101.276855,E,5,16,0.7,81.899,M,15.519,M,1.6,*65,$GNGST,141053.2,5.61,,,,0.011,0.008,0.023,*6C,
$GNGGA,141053.4,3004.220916,N,3101.276828,E,5,16,0.7,81.911,M,15.519,M,0.8,*63,$GNGST,141053.4,5.745,,,,0.011,0.008,0.023,*6B,
$GNGGA,141053.6,3004.22096,N,3101.276799,E,5,16,0.7,81.905,M,15.519,M,1,*64,$GNGST,141053.6,5.758,,,,0.011,0.008,0.023,*65,
$GNGGA,141053.8,3004.221016,N,3101.276769,E,5,16,0.7,81.897,M,15.519,M,1.2,*6E,$GNGST,141053.8,5.796,,,,0.011,0.008,0.023,*69,
$GNGGA,141054,3004.221074,N,3101.276729,E,5,16,0.7,81.897,M,15.519,M,1.4,*64,$GNGST,141054,5.74,,,,0.011,0.008,0.023,*6D,
$GNGGA,141054.2,3004.221144,N,3101.276687,E,5,16,0.7,81.899,M,15.519,M,1.6,*66,$GNGST,141054.2,5.763,,,,0.011,0.008,0.023,*6E,
$GNGGA,141054.4,3004.221224,N,3101.276641,E,5,16,0.7,81.887,M,15.519,M,0.8,*61,$GNGST,141054.4,5.852,,,,0.011,0.008,0.023,*65,
$GNGGA,141054.6,3004.221311,N,3101.27659,E,5,16,0.7,81.881,M,15.519,M,1,*68,$GNGST,141054.6,5.818,,,,0.011,0.008,0.023,*69,
$GNGGA,141054.8,3004.221406,N,3101.276545,E,5,16,0.7,81.885,M,15.519,M,1.2,*61,$GNGST,141054.8,5.847,,,,0.011,0.008,0.023,*6D,
$GNGGA,141055,3004.221507,N,3101.276492,E,5,16,0.7,81.89,M,15.519,M,1.4,*68,$GNGST,141055,5.915,,,,0.011,0.008,0.023,*62,
$GNGGA,141055.2,3004.221621,N,3101.276442,E,5,16,0.7,81.885,M,15.519,M,1.6,*6D,$GNGST,141055.2,5.93,,,,0.011,0.008,0.023,*67,
$GNGGA,141055.4,3004.221745,N,3101.27639,E,5,16,0.7,81.883,M,15.519,M,0.8,*60,$GNGST,141055.4,5.853,,,,0.011,0.008,0.023,*65,
$GNGGA,141055.6,3004.22187,N,3101.276342,E,5,16,0.7,81.889,M,15.519,M,1,*6A,$GNGST,141055.6,5.821,,,,0.011,0.008,0.023,*62,
$GNGGA,141055.8,3004.222001,N,3101.276296,E,5,16,0.7,81.893,M,15.519,M,1.2,*6B,$GNGST,141055.8,5.873,,,,0.011,0.008,0.023,*6B,
$GNGGA,141056,3004.222133,N,3101.27626,E,5,16,0.7,81.895,M,15.519,M,0.4,*6B,$GNGST,141056,5.814,,,,0.011,0.008,0.023,*61,
$GNGGA,141056.2,3004.222264,N,3101.27623,E,5,16,0.7,81.897,M,15.519,M,0.6,*65,$GNGST,141056.2,5.813,,,,0.011,0.008,0.023,*64,
$GNGGA,141056.4,3004.222387,N,3101.276199,E,5,16,0.7,81.913,M,15.519,M,0.8,*60,$GNGST,141056.4,5.768,,,,0.011,0.008,0.023,*61,
$GNGGA,141056.6,3004.222512,N,3101.276174,E,5,16,0.7,81.902,M,15.519,M,1,*66,$GNGST,141056.6,5.77,,,,0.011,0.008,0.023,*6A,
$GNGGA,141056.8,3004.222635,N,3101.276148,E,5,16,0.7,81.903,M,15.519,M,1.2,*61,$GNGST,141056.8,5.783,,,,0.011,0.008,0.023,*68,
$GNGGA,141057,3004.222759,N,3101.276133,E,5,16,0.7,81.909,M,15.519,M,1.4,*64,$GNGST,141057,5.832,,,,0.011,0.008,0.023,*64,
$GNGGA,141057.2,3004.222884,N,3101.276116,E,5,16,0.7,81.895,M,15.519,M,1.6,*6A,$GNGST,141057.2,5.757,,,,0.011,0.008,0.023,*6A,
$GNGGA,141057.4,3004.223,N,3101.276091,E,5,16,0.7,81.9,M,15.519,M,0.8,*65,$GNGST,141057.4,5.82,,,,0.011,0.008,0.023,*63,
$GNGGA,141057.6,3004.223113,N,3101.276067,E,5,16,0.7,81.913,M,15.519,M,1,*60,$GNGST,141057.6,5.788,,,,0.011,0.008,0.023,*6C,
$GNGGA,141057.8,3004.223225,N,3101.276043,E,5,16,0.7,81.897,M,15.519,M,1.2,*6E,$GNGST,141057.8,5.75,,,,0.011,0.008,0.023,*67,
$GNGGA,141058,3004.223339,N,3101.276019,E,5,16,0.7,81.887,M,15.519,M,1.4,*69,$GNGST,141058,5.672,,,,0.011,0.008,0.023,*61,
$GNGGA,141058.2,3004.223447,N,3101.27599,E,5,16,0.7,81.901,M,15.519,M,0.6,*6F,$GNGST,141058.2,5.63,,,,0.011,0.008,0.023,*65,
$GNGGA,141058.4,3004.22356,N,3101.275959,E,5,16,0.7,81.889,M,15.519,M,0.8,*6A,$GNGST,141058.4,5.65,,,,0.011,0.008,0.023,*65,
$GNGGA,141058.6,3004.22367,N,3101.275921,E,5,16,0.7,81.892,M,15.519,M,1,*6C,$GNGST,141058.6,5.616,,,,0.011,0.008,0.023,*65,
$GNGGA,141058.8,3004.223781,N,3101.275875,E,5,16,0.7,81.893,M,15.519,M,1.2,*64,$GNGST,141058.8,5.585,,,,0.011,0.008,0.023,*62,
$GNGGA,141059,3004.223886,N,3101.275825,E,5,16,0.7,81.884,M,15.519,M,1.4,*65,$GNGST,141059,5.616,,,,0.011,0.008,0.023,*62,
$GNGGA,141059.2,3004.223986,N,3101.275771,E,5,16,0.7,81.877,M,15.519,M,1.6,*61,$GNGST,141059.2,5.585,,,,0.011,0.008,0.023,*69,
$GNGGA,141059.4,3004.224078,N,3101.275708,E,5,16,0.7,81.893,M,15.519,M,0.8,*67,$GNGST,141059.4,5.589,,,,0.011,0.008,0.023,*63,
$GNGGA,141059.6,3004.224169,N,3101.275648,E,5,16,0.7,81.886,M,15.519,M,1,*66,$GNGST,141059.6,5.565,,,,0.011,0.008,0.023,*63,
$GNGGA,141059.8,3004.224254,N,3101.275583,E,5,16,0.7,81.894,M,15.519,M,1.2,*61,$GNGST,141059.8,5.535,,,,0.011,0.008,0.023,*68,
$GNGGA,141100,3004.224335,N,3101.275519,E,5,16,0.7,81.888,M,15.519,M,1.4,*6F,$GNGST,141100,5.563,,,,0.011,0.008,0.023,*6E,
$GNGGA,141100.2,3004.224414,N,3101.275449,E,5,16,0.7,81.892,M,15.519,M,1.6,*60,$GNGST,141100.2,5.544,,,,0.011,0.008,0.023,*69,
$GNGGA,141100.4,3004.224483,N,3101.275381,E,5,16,0.7,81.888,M,15.519,M,0.8,*6B,$GNGST,141100.4,5.61,,,,0.011,0.008,0.023,*6D,
$GNGGA,141100.6,3004.224548,N,3101.275306,E,5,16,0.7,81.882,M,15.519,M,1,*67,$GNGST,141100.6,5.701,,,,0.011,0.008,0.023,*6E,
$GNGGA,141100.8,3004.224604,N,3101.275234,E,5,16,0.7,81.887,M,15.519,M,1.2,*65,$GNGST,141100.8,5.673,,,,0.011,0.008,0.023,*64,
$GNGGA,141101,3004.224653,N,3101.275174,E,5,16,0.7,81.888,M,15.519,M,1.4,*63,$GNGST,141101,5.628,,,,0.011,0.008,0.023,*63,
$GNGGA,141101.2,3004.224694,N,3101.275131,E,5,16,0.7,81.885,M,15.519,M,1.6,*67,$GNGST,141101.2,5.648,,,,0.011,0.008,0.023,*67,
$GNGGA,141101.4,3004.224725,N,3101.275093,E,5,16,0.7,81.877,M,15.519,M,1.8,*63,$GNGST,141101.4,5.672,,,,0.011,0.008,0.023,*68,
$GNGGA,141101.6,3004.224753,N,3101.275058,E,5,16,0.7,81.881,M,15.519,M,2,*64,$GNGST,141101.6,5.714,,,,0.011,0.008,0.023,*6B,
$GNGGA,141101.8,3004.224784,N,3101.275025,E,5,16,0.7,81.853,M,15.519,M,1.2,*68,$GNGST,141101.8,5.8,,,,0.011,0.008,0.023,*6F,
$GNGGA,141102,3004.224809,N,3101.27499,E,5,16,0.7,81.871,M,15.519,M,1.4,*60,$GNGST,141102,5.909,,,,0.011,0.008,0.023,*6C,
$GNGGA,141102.2,3004.224837,N,3101.274955,E,5,16,0.7,81.856,M,15.519,M,0.6,*63,$GNGST,141102.2,5.935,,,,0.011,0.008,0.023,*61,
$GNGGA,141102.4,3004.224861,N,3101.274919,E,5,16,0.7,81.85,M,15.519,M,0.8,*67,$GNGST,141102.4,5.949,,,,0.011,0.008,0.023,*6C,
$GNGGA,141102.6,3004.224888,N,3101.274886,E,5,16,0.7,81.861,M,15.519,M,1,*69,$GNGST,141102.6,5.895,,,,0.011,0.008,0.023,*6E,
$GNGGA,141102.8,3004.224912,N,3101.274853,E,5,16,0.7,81.847,M,15.519,M,1.2,*6F,$GNGST,141102.8,5.913,,,,0.011,0.008,0.023,*6F,
$GNGGA,141103,3004.224936,N,3101.274819,E,5,15,0.7,81.849,M,15.519,M,1.4,*66,$GNGST,141103,6.059,,,,0.011,0.008,0.023,*62,
$GNGGA,141103.2,3004.224955,N,3101.274789,E,5,15,0.7,81.848,M,15.519,M,1.6,*62,$GNGST,141103.2,6.101,,,,0.011,0.008,0.023,*6C,
$GNGGA,141103.4,3004.224976,N,3101.274758,E,5,16,0.7,81.853,M,15.519,M,0.8,*64,$GNGST,141103.4,5.984,,,,0.011,0.008,0.023,*6C,
$GNGGA,141103.6,3004.224991,N,3101.274728,E,5,16,0.7,81.862,M,15.519,M,1,*68,$GNGST,141103.6,5.992,,,,0.011,0.008,0.023,*69,
$GNGGA,141103.8,3004.225008,N,3101.274703,E,5,16,0.7,81.855,M,15.519,M,1.2,*61,$GNGST,141103.8,6.001,,,,0.011,0.008,0.023,*67,
$GNGGA,141104,3004.225026,N,3101.274678,E,5,15,0.7,81.85,M,15.519,M,1.4,*63,$GNGST,141104,6.079,,,,0.011,0.008,0.023,*67,
$GNGGA,141104.2,3004.225041,N,3101.274652,E,5,15,0.7,81.852,M,15.519,M,1.6,*63,$GNGST,141104.2,6.094,,,,0.011,0.008,0.023,*66,
$GNGGA,141104.4,3004.225053,N,3101.274626,E,5,15,0.7,81.856,M,15.519,M,0.8,*63,$GNGST,141104.4,6.339,,,,0.011,0.008,0.023,*64,
$GNGGA,141104.6,3004.225068,N,3101.274598,E,5,16,0.7,81.846,M,15.519,M,1,*67,$GNGST,141104.6,6.229,,,,0.011,0.008,0.023,*66,
$GNGGA,141104.8,3004.225089,N,3101.27456,E,5,16,0.7,81.839,M,15.519,M,1.2,*6C,$GNGST,141104.8,6.129,,,,0.011,0.008,0.023,*6B,
$GNGGA,141105,3004.225112,N,3101.274512,E,5,16,0.7,81.846,M,15.519,M,1.4,*66,$GNGST,141105,6.202,,,,0.011,0.008,0.023,*68,
$GNGGA,141105.2,3004.225144,N,3101.274457,E,5,16,0.7,81.843,M,15.519,M,1.6,*6B,$GNGST,141105.2,6.289,,,,0.011,0.008,0.023,*69,
$GNGGA,141105.4,3004.225176,N,3101.27439,E,5,16,0.7,81.826,M,15.519,M,0.8,*63,$GNGST,141105.4,6.219,,,,0.011,0.008,0.023,*66,
$GNGGA,141105.6,3004.225213,N,3101.274313,E,5,16,0.7,81.828,M,15.519,M,1,*6C,$GNGST,141105.6,6.183,,,,0.011,0.008,0.023,*64,
$GNGGA,141105.8,3004.22525,N,3101.274223,E,5,16,0.7,81.841,M,15.519,M,1.2,*61,$GNGST,141105.8,6.163,,,,0.011,0.008,0.023,*64,
$GNGGA,141106,3004.225298,N,3101.274134,E,5,16,0.7,81.834,M,15.519,M,1.4,*63,$GNGST,141106,6.207,,,,0.011,0.008,0.023,*6E,
$GNGGA,141106.2,3004.225337,N,3101.274024,E,5,16,0.7,81.822,M,15.519,M,1.6,*67,$GNGST,141106.2,6.179,,,,0.011,0.008,0.023,*66,
$GNGGA,141106.4,3004.225382,N,3101.273904,E,5,16,0.7,81.802,M,15.519,M,0.8,*69,$GNGST,141106.4,6.253,,,,0.011,0.008,0.023,*6B,
$GNGGA,141106.6,3004.22542,N,3101.273775,E,5,16,0.7,81.783,M,15.519,M,1,*6F,$GNGST,141106.6,6.23,,,,0.011,0.008,0.023,*6C,
$GNGGA,141106.8,3004.22546,N,3101.273633,E,5,16,0.7,81.785,M,15.519,M,1.2,*6B,$GNGST,141106.8,6.234,,,,0.011,0.008,0.023,*66,
$GNGGA,141107,3004.225488,N,3101.273492,E,5,16,0.7,81.776,M,15.519,M,1.4,*69,$GNGST,141107,6.246,,,,0.011,0.008,0.023,*6A,
$GNGGA,141107.2,3004.225509,N,3101.273344,E,5,16,0.7,81.769,M,15.519,M,1.6,*6E,$GNGST,141107.2,6.236,,,,0.011,0.008,0.023,*6F,
$GNGGA,141107.4,3004.225528,N,3101.273195,E,5,16,0.7,81.768,M,15.519,M,0.8,*6F,$GNGST,141107.4,6.428,,,,0.011,0.008,0.023,*60,
$GNGGA,141107.6,3004.22554,N,3101.273045,E,5,16,0.7,81.756,M,15.519,M,1,*6D,$GNGST,141107.6,6.452,,,,0.011,0.008,0.023,*6F,
$GNGGA,141107.8,3004.225554,N,3101.27289,E,5,16,0.7,81.753,M,15.519,M,1.2,*69,$GNGST,141107.8,6.471,,,,0.011,0.008,0.023,*60,
$GNGGA,141108,3004.225557,N,3101.27274,E,5,16,0.7,81.753,M,15.519,M,1.4,*6B,$GNGST,141108,6.541,,,,0.011,0.008,0.023,*65,
$GNGGA,141108.2,3004.225558,N,3101.272587,E,5,16,0.7,81.74,M,15.519,M,1.6,*6D,$GNGST,141108.2,6.563,,,,0.011,0.008,0.023,*67,
$GNGGA,141108.4,3004.225557,N,3101.272426,E,5,16,0.7,81.732,M,15.519,M,0.8,*6A,$GNGST,141108.4,6.663,,,,0.011,0.008,0.023,*62,
$GNGGA,141108.6,3004.225559,N,3101.272267,E,5,16,0.7,81.729,M,15.519,M,1,*66,$GNGST,141108.6,6.672,,,,0.011,0.008,0.023,*60,
$GNGGA,141108.8,3004.225559,N,3101.272092,E,5,16,0.7,81.716,M,15.519,M,1.2,*69,$GNGST,141108.8,6.727,,,,0.011,0.008,0.023,*6F,
$GNGGA,141109,3004.225556,N,3101.271908,E,5,16,0.7,81.708,M,15.519,M,1.4,*6D,$GNGST,141109,6.727,,,,0.011,0.008,0.023,*66,
$GNGGA,141109.2,3004.225545,N,3101.271721,E,5,16,0.7,81.69,M,15.519,M,1.6,*6B,$GNGST,141109.2,6.634,,,,0.011,0.008,0.023,*67,
$GNGGA,141109.4,3004.225532,N,3101.271533,E,5,16,0.7,81.685,M,15.519,M,0.8,*65,$GNGST,141109.4,6.683,,,,0.011,0.008,0.023,*6D,
$GNGGA,141109.6,3004.225524,N,3101.271346,E,5,16,0.7,81.674,M,15.519,M,1,*64,$GNGST,141109.6,6.651,,,,0.011,0.008,0.023,*60,
$GNGGA,141109.8,3004.225506,N,3101.271161,E,5,16,0.7,81.673,M,15.519,M,1.2,*64,$GNGST,141109.8,6.698,,,,0.011,0.008,0.023,*6B,
$GNGGA,141110,3004.225485,N,3101.270979,E,5,16,0.7,81.651,M,15.519,M,1.4,*6A,$GNGST,141110,6.732,,,,0.011,0.008,0.023,*6A,
$GNGGA,141110.2,3004.225445,N,3101.270812,E,5,16,0.7,81.641,M,15.519,M,1.6,*6A,$GNGST,141110.2,6.741,,,,0.011,0.008,0.023,*6C,
$GNGGA,141110.4,3004.225409,N,3101.270644,E,5,16,0.7,81.64,M,15.519,M,1.8,*6F,$GNGST,141110.4,6.723,,,,0.011,0.008,0.023,*6E,
$GNGGA,141110.6,3004.225373,N,3101.270478,E,5,16,0.7,81.631,M,15.519,M,1,*65,$GNGST,141110.6,6.777,,,,0.011,0.008,0.023,*6D,
$GNGGA,141110.8,3004.225331,N,3101.270323,E,5,16,0.7,81.63,M,15.519,M,1.2,*6F,$GNGST,141110.8,6.803,,,,0.011,0.008,0.023,*6F,
$GNGGA,141111,3004.225282,N,3101.270173,E,5,16,0.7,81.626,M,15.519,M,1.4,*60,$GNGST,141111,6.812,,,,0.011,0.008,0.023,*66,
$GNGGA,141111.2,3004.225221,N,3101.270017,E,5,16,0.7,81.634,M,15.519,M,1.6,*69,$GNGST,141111.2,6.784,,,,0.011,0.008,0.023,*64,
$GNGGA,141111.4,3004.225154,N,3101.269854,E,5,16,0.7,81.622,M,15.519,M,0.8,*67,$GNGST,141111.4,6.794,,,,0.011,0.008,0.023,*63,
$GNGGA,141111.6,3004.225076,N,3101.269687,E,5,16,0.7,81.603,M,15.519,M,1,*63,$GNGST,141111.6,6.797,,,,0.011,0.008,0.023,*62,
$GNGGA,141111.8,3004.224982,N,3101.269525,E,5,16,0.7,81.62,M,15.519,M,1.2,*6B,$GNGST,141111.8,6.76,,,,0.011,0.008,0.023,*64,
$GNGGA,141112,3004.224874,N,3101.269372,E,5,16,0.7,81.631,M,15.519,M,1.4,*6E,$GNGST,141112,6.739,,,,0.011,0.008,0.023,*63,
$GNGGA,141112.2,3004.224765,N,3101.26923,E,5,16,0.7,81.625,M,15.519,M,1.6,*63,$GNGST,141112.2,6.739,,,,0.011,0.008,0.023,*61,
$GNGGA,141112.4,3004.224652,N,3101.269099,E,5,16,0.7,81.602,M,15.519,M,0.8,*6F,$GNGST,141112.4,6.671,,,,0.011,0.008,0.023,*6A,
$GNGGA,141112.6,3004.224533,N,3101.268982,E,5,16,0.7,81.588,M,15.519,M,1,*6A,$GNGST,141112.6,6.682,,,,0.011,0.008,0.023,*64,
$GNGGA,141112.8,3004.224416,N,3101.268878,E,5,16,0.7,81.604,M,15.519,M,1.2,*6F,$GNGST,141112.8,6.635,,,,0.011,0.008,0.023,*66,
$GNGGA,141113,3004.224299,N,3101.268793,E,5,16,0.7,81.595,M,15.519,M,1.4,*62,$GNGST,141113,6.663,,,,0.011,0.008,0.023,*6C,
$GNGGA,141113.2,3004.224193,N,3101.268717,E,5,16,0.7,81.586,M,15.519,M,1.6,*60,$GNGST,141113.2,6.771,,,,0.011,0.008,0.023,*6C,
$GNGGA,141113.4,3004.224101,N,3101.268659,E,5,15,0.7,81.574,M,15.519,M,0.8,*67,$GNGST,141113.4,6.897,,,,0.011,0.008,0.023,*6D,
$GNGGA,141113.6,3004.224014,N,3101.268617,E,5,15,0.7,81.564,M,15.519,M,1,*67,$GNGST,141113.6,6.914,,,,0.011,0.008,0.023,*65,
$GNGGA,141113.8,3004.223943,N,3101.268584,E,5,15,0.7,81.557,M,15.519,M,1.2,*6A,$GNGST,141113.8,6.986,,,,0.011,0.008,0.023,*60,
$GNGGA,141114,3004.223881,N,3101.268556,E,5,15,0.7,81.565,M,15.519,M,1.4,*66,$GNGST,141114,6.918,,,,0.011,0.008,0.023,*68,
$GNGGA,141114.2,3004.223831,N,3101.268541,E,5,16,0.7,81.564,M,15.519,M,1.6,*6E,$GNGST,141114.2,6.691,,,,0.011,0.008,0.023,*64,
$GNGGA,141114.4,3004.223799,N,3101.268523,E,5,16,0.7,81.568,M,15.519,M,0.8,*6F,$GNGST,141114.4,6.572,,,,0.011,0.008,0.023,*6C,
$GNGGA,141114.6,3004.223773,N,3101.268513,E,5,16,0.7,81.561,M,15.519,M,1,*67,$GNGST,141114.6,6.593,,,,0.011,0.008,0.023,*61,
$GNGGA,141114.8,3004.223749,N,3101.268509,E,5,16,0.7,81.551,M,15.519,M,1.2,*62,$GNGST,141114.8,6.636,,,,0.011,0.008,0.023,*63,
$GNGGA,141115,3004.223725,N,3101.268498,E,5,16,0.7,81.545,M,15.519,M,0.4,*6C,$GNGST,141115,6.627,,,,0.01,0.008,0.022,*6A,
$GNGGA,141115.2,3004.223699,N,3101.268484,E,5,16,0.7,81.546,M,15.519,M,0.6,*6C,$GNGST,141115.2,6.596,,,,0.01,0.008,0.022,*61,
$GNGGA,141115.4,3004.22366,N,3101.268474,E,5,16,0.7,81.54,M,15.519,M,0.8,*64,$GNGST,141115.4,6.586,,,,0.01,0.008,0.023,*67,
